organism,regional_centre,antibiotic,year,susceptible_n,tested_n,susceptible_pct,source_report_year,source_table,source_url,extracted_date,reported_pct,computed_pct,flags
Staphylococcus aureus,RC4,vancomycin,2022,1862,1862,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC4,vancomycin,2023,2099,2099,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC4,vancomycin,2024,46,46,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC5,cefoxitin,2022,161,246,65.4,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,65.4,65.45,
Staphylococcus aureus,RC5,cefoxitin,2023,139,231,60.2,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,60.2,60.17,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC5,cefoxitin,2024,19,170,11.2,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,11.2,11.18,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC5,ciprofloxacin,2022,17,245,6.9,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,6.9,6.94,
Staphylococcus aureus,RC5,ciprofloxacin,2023,39,236,16.5,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,16.5,16.53,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC5,ciprofloxacin,2024,5,170,2.9,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,2.9,2.94,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC5,clindamycin,2022,233,245,95.1,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,95.1,95.1,
Staphylococcus aureus,RC5,clindamycin,2023,229,236,97.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,97.0,97.03,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC5,clindamycin,2024,155,170,91.2,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,91.2,91.18,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC5,cotrimoxazole,2022,170,251,67.7,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,67.7,67.73,
Staphylococcus aureus,RC5,cotrimoxazole,2023,163,236,69.1,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,69.1,69.07,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC5,cotrimoxazole,2024,118,170,69.4,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,69.4,69.41,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC5,erythromycin,2022,97,255,38.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,38.0,38.04,
Staphylococcus aureus,RC5,erythromycin,2023,61,235,26.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,26.0,25.96,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC5,erythromycin,2024,45,170,26.5,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,26.5,26.47,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC5,linezolid,2022,257,257,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC5,linezolid,2023,236,236,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC5,linezolid,2024,168,170,98.8,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,98.8,98.82,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC5,oxacillin,2022,167,255,65.5,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,65.5,65.49,
Staphylococcus aureus,RC5,oxacillin,2023,144,236,61.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,61.0,61.02,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC5,oxacillin,2024,20,167,12.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,12.0,11.98,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC5,teicoplanin,2022,139,139,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC5,teicoplanin,2023,162,162,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC5,teicoplanin,2024,170,170,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC5,tetracycline,2022,202,244,82.8,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,82.8,82.79,
Staphylococcus aureus,RC5,tetracycline,2023,195,226,86.3,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,86.3,86.28,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC5,tetracycline,2024,140,158,88.6,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,88.6,88.61,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC5,tigecycline,2022,17,17,,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,,100.0,low_isolate_count_asterisk
Staphylococcus aureus,RC5,tigecycline,2023,14,14,,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,100.0,"pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC5,tigecycline,2024,0,0,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,,"no_isolates_tested,pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC5,vancomycin,2022,156,156,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC5,vancomycin,2023,236,236,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC5,vancomycin,2024,170,170,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC6,cefoxitin,2022,193,400,48.3,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,48.3,48.25,
Staphylococcus aureus,RC6,cefoxitin,2023,139,329,42.2,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,42.2,42.25,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC6,cefoxitin,2024,165,396,41.7,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,41.7,41.67,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC6,ciprofloxacin,2022,14,403,3.5,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,3.5,3.47,
Staphylococcus aureus,RC6,ciprofloxacin,2023,13,338,3.8,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,3.8,3.85,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC6,ciprofloxacin,2024,15,399,3.8,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,3.8,3.76,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC6,clindamycin,2022,272,403,67.5,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,67.5,67.49,
Staphylococcus aureus,RC6,clindamycin,2023,228,338,67.5,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,67.5,67.46,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC6,clindamycin,2024,256,397,64.5,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,64.5,64.48,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC6,cotrimoxazole,2022,194,403,48.1,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,48.1,48.14,
Staphylococcus aureus,RC6,cotrimoxazole,2023,155,338,45.9,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,45.9,45.86,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC6,cotrimoxazole,2024,181,399,45.4,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,45.4,45.36,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC6,erythromycin,2022,118,400,29.5,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,29.5,29.5,
Staphylococcus aureus,RC6,erythromycin,2023,102,338,30.2,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,30.2,30.18,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC6,erythromycin,2024,124,398,31.2,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,31.2,31.16,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC6,linezolid,2022,393,401,98.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,98.0,98.0,
Staphylococcus aureus,RC6,linezolid,2023,336,338,99.4,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,99.4,99.41,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC6,linezolid,2024,388,401,96.8,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,96.8,96.76,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC6,oxacillin,2022,190,392,48.5,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,48.5,48.47,
Staphylococcus aureus,RC6,oxacillin,2023,13,38,34.2,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,34.2,34.21,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC6,oxacillin,2024,15,28,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,53.57,"pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC6,teicoplanin,2022,403,403,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC6,teicoplanin,2023,335,335,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC6,teicoplanin,2024,399,399,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC6,tetracycline,2022,319,371,86.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,86.0,85.98,
Staphylococcus aureus,RC6,tetracycline,2023,272,320,85.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,85.0,85.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC6,tetracycline,2024,329,383,85.9,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,85.9,85.9,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC6,tigecycline,2022,356,356,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC6,tigecycline,2023,16,18,,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,,88.89,"pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC6,tigecycline,2024,3,3,,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,,100.0,"pct_suppressed_in_source,rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC6,vancomycin,2022,402,402,100.0,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,100.0,100.0,
Staphylococcus aureus,RC6,vancomycin,2023,338,338,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC6,vancomycin,2024,399,399,100.0,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC7,cefoxitin,2022,22,51,43.1,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,43.1,43.14,
Staphylococcus aureus,RC7,cefoxitin,2023,27,38,71.1,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,71.1,71.05,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC7,cefoxitin,2024,44,52,84.6,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,84.6,84.62,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC7,ciprofloxacin,2022,13,115,11.3,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,11.3,11.3,
Staphylococcus aureus,RC7,ciprofloxacin,2023,10,77,13.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,13.0,12.99,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC7,ciprofloxacin,2024,16,203,7.9,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,7.9,7.88,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC7,clindamycin,2022,105,132,79.5,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,79.5,79.55,
Staphylococcus aureus,RC7,clindamycin,2023,61,73,83.6,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,83.6,83.56,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC7,clindamycin,2024,160,199,80.4,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,80.4,80.4,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC7,cotrimoxazole,2022,91,124,73.4,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,73.4,73.39,
Staphylococcus aureus,RC7,cotrimoxazole,2023,46,77,59.7,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,59.7,59.74,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC7,cotrimoxazole,2024,116,202,57.4,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,57.4,57.43,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC7,erythromycin,2022,47,131,35.9,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,35.9,35.88,
Staphylococcus aureus,RC7,erythromycin,2023,26,75,34.7,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,34.7,34.67,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC7,erythromycin,2024,54,199,27.1,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,27.1,27.14,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC7,linezolid,2022,132,134,98.5,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,98.5,98.51,
Staphylococcus aureus,RC7,linezolid,2023,77,77,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC7,linezolid,2024,200,203,98.5,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,98.5,98.52,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC7,oxacillin,2022,33,102,32.4,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,32.4,32.35,
Staphylococcus aureus,RC7,oxacillin,2023,27,61,44.3,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,44.3,44.26,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
Staphylococcus aureus,RC7,oxacillin,2024,78,185,42.2,2024,Table 6.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-31,42.2,42.16,"rc_panel_changed(baseline=2022,added=[],dropped=[RC1 RC15 RC18])"
Staphylococcus aureus,RC7,teicoplanin,2022,116,118,98.3,2022,Table 6.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-31,98.3,98.31,
Staphylococcus aureus,RC7,teicoplanin,2023,65,65,100.0,2023,Table 7.3,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-31,100.0,100.0,"rc_panel_changed(baseline=2022,added=[],dropped=[RC18])"
