organism,antibiotic,year,susceptible_n,tested_n,susceptible_pct,source_report_year,source_table,source_url,extracted_date,reported_pct,computed_pct,flags
Pseudomonas aeruginosa,levofloxacin,2020,3771,6743,55.9,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,55.9,55.92,
Pseudomonas aeruginosa,levofloxacin,2021,5863,10123,57.9,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,57.9,57.92,
Pseudomonas aeruginosa,levofloxacin,2021,5863,10123,57.9,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,57.9,57.92,
Pseudomonas aeruginosa,levofloxacin,2021,5863,10123,57.9,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,57.9,57.92,
Pseudomonas aeruginosa,levofloxacin,2022,5635,11048,51.0,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,51.0,51.0,
Pseudomonas aeruginosa,levofloxacin,2022,5635,11048,51.0,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,51.0,51.0,
Pseudomonas aeruginosa,levofloxacin,2022,5635,11048,51.0,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,51.0,51.0,
Pseudomonas aeruginosa,levofloxacin,2023,2769,5771,48.0,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,48.0,47.98,
Pseudomonas aeruginosa,levofloxacin,2023,2769,5771,48.0,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,48.0,47.98,
Pseudomonas aeruginosa,levofloxacin,2024,4537,8407,54.0,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,54.0,53.97,
Pseudomonas aeruginosa,meropenem,2017,3490,5083,68.7,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,68.7,68.66,
Pseudomonas aeruginosa,meropenem,2017,3490,5083,68.7,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,68.7,68.66,
Pseudomonas aeruginosa,meropenem,2017,3490,5083,68.7,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,68.7,68.66,
Pseudomonas aeruginosa,meropenem,2018,5736,8292,69.2,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,69.2,69.18,
Pseudomonas aeruginosa,meropenem,2018,5736,8292,69.2,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,69.2,69.18,
Pseudomonas aeruginosa,meropenem,2018,5736,8292,69.2,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,69.2,69.18,
Pseudomonas aeruginosa,meropenem,2019,8255,12242,67.4,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,67.4,67.43,
Pseudomonas aeruginosa,meropenem,2019,8255,12242,67.4,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,67.4,67.43,
Pseudomonas aeruginosa,meropenem,2019,8255,12242,67.4,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,67.4,67.43,
Pseudomonas aeruginosa,meropenem,2020,4955,7661,64.7,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,64.7,64.68,
Pseudomonas aeruginosa,meropenem,2020,4955,7661,64.7,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,64.7,64.68,
Pseudomonas aeruginosa,meropenem,2020,4955,7661,64.7,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,64.7,64.68,
Pseudomonas aeruginosa,meropenem,2021,7581,11280,67.2,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,67.2,67.21,
Pseudomonas aeruginosa,meropenem,2021,7581,11280,67.2,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,67.2,67.21,
Pseudomonas aeruginosa,meropenem,2021,7581,11280,67.2,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,67.2,67.21,
Pseudomonas aeruginosa,meropenem,2022,8524,12898,66.1,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,66.1,66.09,
Pseudomonas aeruginosa,meropenem,2022,8524,12898,66.1,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,66.1,66.09,
Pseudomonas aeruginosa,meropenem,2022,8524,12898,66.1,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,66.1,66.09,
Pseudomonas aeruginosa,meropenem,2023,4275,6525,65.5,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,65.5,65.52,
Pseudomonas aeruginosa,meropenem,2023,4275,6525,65.5,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,65.5,65.52,
Pseudomonas aeruginosa,meropenem,2024,6730,10857,62.0,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,62.0,61.99,
Pseudomonas aeruginosa,piperacillin-tazobactam,2017,3757,5450,68.9,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,68.9,68.94,
Pseudomonas aeruginosa,piperacillin-tazobactam,2017,3757,5450,68.9,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,68.9,68.94,
Pseudomonas aeruginosa,piperacillin-tazobactam,2017,3757,5450,68.9,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,68.9,68.94,
Pseudomonas aeruginosa,piperacillin-tazobactam,2018,6034,8499,71.0,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,71.0,71.0,
Pseudomonas aeruginosa,piperacillin-tazobactam,2018,6034,8499,71.0,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,71.0,71.0,
Pseudomonas aeruginosa,piperacillin-tazobactam,2018,6034,8499,71.0,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,71.0,71.0,
Pseudomonas aeruginosa,piperacillin-tazobactam,2019,8416,11430,73.6,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,73.6,73.63,
Pseudomonas aeruginosa,piperacillin-tazobactam,2019,8416,11430,73.6,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,73.6,73.63,
Pseudomonas aeruginosa,piperacillin-tazobactam,2019,8416,11430,73.6,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,73.6,73.63,
Pseudomonas aeruginosa,piperacillin-tazobactam,2020,5012,7418,67.6,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,67.6,67.57,
Pseudomonas aeruginosa,piperacillin-tazobactam,2020,5012,7418,67.6,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,67.6,67.57,
Pseudomonas aeruginosa,piperacillin-tazobactam,2020,5012,7418,67.6,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,67.6,67.57,
Pseudomonas aeruginosa,piperacillin-tazobactam,2021,7548,10835,69.7,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,69.7,69.66,
Pseudomonas aeruginosa,piperacillin-tazobactam,2021,7548,10835,69.7,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,69.7,69.66,
Pseudomonas aeruginosa,piperacillin-tazobactam,2021,7548,10835,69.7,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,69.7,69.66,
Pseudomonas aeruginosa,piperacillin-tazobactam,2022,9017,113156,68.5,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,68.5,7.97,"pct_mismatch(reported=68.5,computed=7.97)"
Pseudomonas aeruginosa,piperacillin-tazobactam,2022,9017,113156,68.5,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,68.5,7.97,"pct_mismatch(reported=68.5,computed=7.97)"
Pseudomonas aeruginosa,piperacillin-tazobactam,2022,9017,13156,68.5,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,68.5,68.54,
Pseudomonas aeruginosa,piperacillin-tazobactam,2023,4483,6525,68.7,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,68.7,68.7,
Pseudomonas aeruginosa,piperacillin-tazobactam,2023,4483,6525,68.7,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,68.7,68.7,
Pseudomonas aeruginosa,piperacillin-tazobactam,2024,7242,10443,69.3,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,69.3,69.35,
Pseudomonas aeruginosa,tobramycin,2017,2954,4365,67.7,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,67.7,67.67,
Pseudomonas aeruginosa,tobramycin,2017,2954,4365,67.7,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,67.7,67.67,
Pseudomonas aeruginosa,tobramycin,2017,2954,4365,67.7,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,67.7,67.67,
Pseudomonas aeruginosa,tobramycin,2018,3809,5603,68.0,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,68.0,67.98,
Pseudomonas aeruginosa,tobramycin,2018,3809,5603,68.0,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,68.0,67.98,
Pseudomonas aeruginosa,tobramycin,2018,3809,5603,68.0,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,68.0,67.98,
Pseudomonas aeruginosa,tobramycin,2019,4627,6783,68.2,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,68.2,68.21,
Pseudomonas aeruginosa,tobramycin,2019,4627,6783,68.2,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,68.2,68.21,
Pseudomonas aeruginosa,tobramycin,2019,4627,6783,68.2,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,68.2,68.21,
Pseudomonas aeruginosa,tobramycin,2020,2907,4331,67.1,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,67.1,67.12,
Pseudomonas aeruginosa,tobramycin,2020,2907,4331,67.1,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,67.1,67.12,
Pseudomonas aeruginosa,tobramycin,2020,2907,4331,67.1,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,67.1,67.12,
Pseudomonas aeruginosa,tobramycin,2021,4148,6015,69.0,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,69.0,68.96,
Pseudomonas aeruginosa,tobramycin,2021,4148,6015,69.0,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,69.0,68.96,
Pseudomonas aeruginosa,tobramycin,2021,4148,6015,69.0,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,69.0,68.96,
Pseudomonas aeruginosa,tobramycin,2022,4364,6379,68.4,2022,Table 5.3,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,68.4,68.41,
Pseudomonas aeruginosa,tobramycin,2022,4364,6379,68.4,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,68.4,68.41,
Pseudomonas aeruginosa,tobramycin,2022,4364,6379,68.4,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,68.4,68.41,
Pseudomonas aeruginosa,tobramycin,2023,2523,3957,63.8,2023,Table 4.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,63.8,63.76,
Pseudomonas aeruginosa,tobramycin,2023,2523,3957,63.8,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,63.8,63.76,
Pseudomonas aeruginosa,tobramycin,2024,3099,4522,68.5,2024,Table 3.3,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,68.5,68.53,
Staphylococcus aureus,cefoxitin,2017,3805,5668,67.1,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,67.1,67.13,
Staphylococcus aureus,cefoxitin,2017,3805,5668,67.1,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,67.1,67.13,
Staphylococcus aureus,cefoxitin,2017,3805,5668,67.1,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,67.1,67.13,
Staphylococcus aureus,cefoxitin,2018,4863,7919,61.4,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,61.4,61.41,
Staphylococcus aureus,cefoxitin,2018,4863,7919,61.4,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,61.4,61.41,
Staphylococcus aureus,cefoxitin,2018,4863,7919,61.4,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,61.4,61.41,
Staphylococcus aureus,cefoxitin,2019,6272,10835,57.9,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,57.9,57.89,
Staphylococcus aureus,cefoxitin,2019,6272,10835,57.9,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,57.9,57.89,
Staphylococcus aureus,cefoxitin,2019,6272,10835,57.9,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,57.9,57.89,
Staphylococcus aureus,cefoxitin,2020,3394,5787,58.6,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,58.6,58.65,
Staphylococcus aureus,cefoxitin,2020,3394,5787,58.6,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,58.6,58.65,
Staphylococcus aureus,cefoxitin,2020,3394,5787,58.6,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,58.6,58.65,
Staphylococcus aureus,cefoxitin,2021,3869,6740,57.4,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,57.4,57.4,
Staphylococcus aureus,cefoxitin,2021,3869,6740,57.4,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,57.4,57.4,
Staphylococcus aureus,cefoxitin,2021,3869,6740,57.4,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,57.4,57.4,
Staphylococcus aureus,cefoxitin,2022,4657,8387,55.5,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,55.5,55.53,
Staphylococcus aureus,cefoxitin,2022,4657,8387,55.5,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,55.5,55.53,
Staphylococcus aureus,cefoxitin,2022,4657,8387,55.5,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,55.5,55.53,
Staphylococcus aureus,cefoxitin,2023,3954,7017,56.3,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,56.3,56.35,
Staphylococcus aureus,cefoxitin,2023,3954,7017,56.3,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,56.3,56.35,
Staphylococcus aureus,cefoxitin,2024,2233,4690,47.61,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,47.61,47.61,
Staphylococcus aureus,ciprofloxacin,2017,1224,5260,23.3,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,23.3,23.27,
Staphylococcus aureus,ciprofloxacin,2017,1224,5260,23.3,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,23.3,23.27,
Staphylococcus aureus,ciprofloxacin,2017,1224,5260,23.3,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,23.3,23.27,
Staphylococcus aureus,ciprofloxacin,2018,1497,8094,18.5,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,18.5,18.5,
Staphylococcus aureus,ciprofloxacin,2018,1497,8094,18.5,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,18.5,18.5,
Staphylococcus aureus,ciprofloxacin,2018,1497,8094,18.5,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,18.5,18.5,
Staphylococcus aureus,ciprofloxacin,2019,1990,11200,17.8,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,17.8,17.77,
Staphylococcus aureus,ciprofloxacin,2019,1990,11200,17.8,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,17.8,17.77,
Staphylococcus aureus,ciprofloxacin,2019,1990,11200,17.8,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,17.8,17.77,
Staphylococcus aureus,ciprofloxacin,2020,1101,5845,18.8,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,18.8,18.84,
Staphylococcus aureus,ciprofloxacin,2020,1101,5845,18.8,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,18.8,18.84,
Staphylococcus aureus,ciprofloxacin,2020,1101,5845,18.8,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,18.8,18.84,
Staphylococcus aureus,ciprofloxacin,2021,1455,8341,17.4,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,17.4,17.44,
Staphylococcus aureus,ciprofloxacin,2021,1455,8341,17.4,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,17.4,17.44,
Staphylococcus aureus,ciprofloxacin,2021,1455,8341,17.4,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,17.4,17.44,
Staphylococcus aureus,ciprofloxacin,2022,1948,9050,21.5,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,21.5,21.52,
Staphylococcus aureus,ciprofloxacin,2022,1948,9050,21.5,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,21.5,21.52,
Staphylococcus aureus,ciprofloxacin,2022,1948,9050,21.5,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,21.5,21.52,
Staphylococcus aureus,ciprofloxacin,2023,1972,8850,22.3,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,22.3,22.28,
Staphylococcus aureus,ciprofloxacin,2023,1972,8850,22.3,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,22.3,22.28,
Staphylococcus aureus,ciprofloxacin,2024,1473,8035,18.33,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,18.33,18.33,
Staphylococcus aureus,clindamycin,2017,4235,5475,77.4,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,77.4,77.35,
Staphylococcus aureus,clindamycin,2017,4235,5475,77.4,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,77.4,77.35,
Staphylococcus aureus,clindamycin,2017,4235,5475,77.4,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,77.4,77.35,
Staphylococcus aureus,clindamycin,2018,6460,8456,76.4,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,76.4,76.4,
Staphylococcus aureus,clindamycin,2018,6460,8456,76.4,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,76.4,76.4,
Staphylococcus aureus,clindamycin,2018,6460,8456,76.4,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,76.4,76.4,
Staphylococcus aureus,clindamycin,2019,9153,11984,76.4,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,76.4,76.38,
Staphylococcus aureus,clindamycin,2019,9153,11984,76.4,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,76.4,76.38,
Staphylococcus aureus,clindamycin,2019,9153,11984,76.4,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,76.4,76.38,
Staphylococcus aureus,clindamycin,2020,4645,6084,76.3,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,76.3,76.35,
Staphylococcus aureus,clindamycin,2020,4645,6084,76.3,2023,Table 7.4,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,76.3,76.35,
Staphylococcus aureus,clindamycin,2020,4645,6084,76.3,2024,Table 6.4,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,76.3,76.35,
Staphylococcus aureus,clindamycin,2021,6334,8579,73.8,2022,Table 6.4,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,73.8,73.83,
