organism,antibiotic,year,susceptible_n,tested_n,susceptible_pct,source_report_year,source_table,source_url,extracted_date,reported_pct,computed_pct,flags
Escherichia coli,cefotaxime,2020,1063,6835,15.6,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,15.6,15.55,
Escherichia coli,cefotaxime,2020,1063,6835,15.6,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,15.6,15.55,
Escherichia coli,cefotaxime,2020,1063,6835,15.6,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,15.6,15.55,
Escherichia coli,cefotaxime,2021,1656,10613,15.6,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,15.6,15.6,
Escherichia coli,cefotaxime,2021,1656,10613,15.6,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,15.6,15.6,
Escherichia coli,cefotaxime,2021,1656,10613,15.6,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,15.6,15.6,
Escherichia coli,cefotaxime,2022,2311,12718,18.1,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,18.1,18.17,
Escherichia coli,cefotaxime,2022,2311,12718,18.1,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,18.1,18.17,
Escherichia coli,cefotaxime,2022,2311,12718,18.1,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,18.1,18.17,
Escherichia coli,cefotaxime,2023,1021,6833,14.94,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,14.94,14.94,
Escherichia coli,cefotaxime,2023,1021,6833,14.9,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,14.9,14.94,
Escherichia coli,cefotaxime,2024,1629,10279,15.9,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,15.9,15.85,
Escherichia coli,ceftazidime,2017,1295,5513,23.5,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,23.5,23.49,
Escherichia coli,ceftazidime,2017,1295,5513,23.5,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,23.5,23.49,
Escherichia coli,ceftazidime,2017,1295,5513,23.5,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,23.5,23.49,
Escherichia coli,ceftazidime,2018,1398,5956,23.5,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,23.5,23.47,
Escherichia coli,ceftazidime,2018,1398,5956,23.5,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,23.5,23.47,
Escherichia coli,ceftazidime,2018,1398,5956,23.5,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,23.5,23.47,
Escherichia coli,ceftazidime,2019,1501,7540,19.9,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,19.9,19.91,
Escherichia coli,ceftazidime,2019,1501,7540,19.9,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,19.9,19.91,
Escherichia coli,ceftazidime,2019,1501,7540,19.9,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,19.9,19.91,
Escherichia coli,ceftazidime,2020,943,5072,18.6,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,18.6,18.59,
Escherichia coli,ceftazidime,2020,943,5072,18.6,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,18.6,18.59,
Escherichia coli,ceftazidime,2020,943,5072,18.6,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,18.6,18.59,
Escherichia coli,ceftazidime,2021,1220,6786,18.0,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,18.0,17.98,
Escherichia coli,ceftazidime,2021,1220,6786,18.0,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,18.0,17.98,
Escherichia coli,ceftazidime,2021,1220,6786,18.0,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,18.0,17.98,
Escherichia coli,ceftazidime,2022,1697,8988,18.8,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,18.8,18.88,
Escherichia coli,ceftazidime,2022,1697,8988,18.8,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,18.8,18.88,
Escherichia coli,ceftazidime,2022,1697,8988,18.8,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,18.8,18.88,
Escherichia coli,ceftazidime,2023,935,4859,19.2,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,19.2,19.24,
Escherichia coli,ceftazidime,2023,935,4859,19.2,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,19.2,19.24,
Escherichia coli,ceftazidime,2024,1237,4500,27.5,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,27.5,27.49,
Escherichia coli,ciprofloxacin,2017,1028,5368,19.2,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,19.2,19.15,
Escherichia coli,ciprofloxacin,2017,1028,5368,19.2,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,19.2,19.15,
Escherichia coli,ciprofloxacin,2017,1028,5368,19.2,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,19.2,19.15,
Escherichia coli,ciprofloxacin,2018,1889,8451,22.4,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,22.4,22.35,
Escherichia coli,ciprofloxacin,2018,1889,8451,22.4,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,22.4,22.35,
Escherichia coli,ciprofloxacin,2018,1889,8451,22.4,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,22.4,22.35,
Escherichia coli,ciprofloxacin,2019,2427,11700,20.7,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,20.7,20.74,
Escherichia coli,ciprofloxacin,2019,2427,11700,20.7,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,20.7,20.74,
Escherichia coli,ciprofloxacin,2019,2427,11700,20.7,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,20.7,20.74,
Escherichia coli,ciprofloxacin,2020,1580,7092,22.3,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,22.3,22.28,
Escherichia coli,ciprofloxacin,2020,1580,7092,22.3,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,22.3,22.28,
Escherichia coli,ciprofloxacin,2020,1580,7092,22.3,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,22.3,22.28,
Escherichia coli,ciprofloxacin,2021,2287,12013,19.0,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,19.0,19.04,
Escherichia coli,ciprofloxacin,2021,2287,12013,19.0,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,19.0,19.04,
Escherichia coli,ciprofloxacin,2021,2287,12013,19.0,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,19.0,19.04,
Escherichia coli,ciprofloxacin,2022,1797,14564,12.3,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,12.3,12.34,
Escherichia coli,ciprofloxacin,2022,1797,14564,12.3,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,12.3,12.34,
Escherichia coli,ciprofloxacin,2022,1797,14564,12.3,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,12.3,12.34,
Escherichia coli,ciprofloxacin,2023,969,7597,12.76,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,12.76,12.76,
Escherichia coli,ciprofloxacin,2023,969,7597,12.76,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,12.76,12.76,
Escherichia coli,ciprofloxacin,2024,1312,12361,10.6,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,10.6,10.61,
Escherichia coli,ertapenem,2017,3104,4605,67.4,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,67.4,67.4,
Escherichia coli,ertapenem,2017,3104,4605,67.4,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,67.4,67.4,
Escherichia coli,ertapenem,2017,3104,4605,67.4,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,67.4,67.4,
Escherichia coli,ertapenem,2018,4528,6877,65.8,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,65.8,65.84,
Escherichia coli,ertapenem,2018,4528,6877,65.8,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,65.8,65.84,
Escherichia coli,ertapenem,2018,4528,6877,65.8,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,65.8,65.84,
Escherichia coli,ertapenem,2019,6633,9335,71.1,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,71.1,71.06,
Escherichia coli,ertapenem,2019,6633,9335,71.1,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,71.1,71.06,
Escherichia coli,ertapenem,2019,6633,9335,71.1,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,71.1,71.06,
Escherichia coli,ertapenem,2020,4067,5729,71.0,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,71.0,70.99,
Escherichia coli,ertapenem,2020,4067,5729,71.0,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,71.0,70.99,
Escherichia coli,ertapenem,2020,4067,5729,71.0,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,71.0,70.99,
Escherichia coli,ertapenem,2021,5334,7933,67.2,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,67.2,67.24,
Escherichia coli,ertapenem,2021,5334,7933,67.2,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,67.2,67.24,
Escherichia coli,ertapenem,2021,5334,7933,67.2,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,67.2,67.24,
Escherichia coli,ertapenem,2022,6257,9965,62.7,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,62.7,62.79,
Escherichia coli,ertapenem,2022,6257,9965,62.7,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,62.7,62.79,
Escherichia coli,ertapenem,2022,6257,9965,62.7,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,62.7,62.79,
Escherichia coli,ertapenem,2023,3364,5625,59.8,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,59.8,59.8,
Escherichia coli,ertapenem,2023,3364,5625,59.8,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,59.8,59.8,
Escherichia coli,ertapenem,2024,6457,10484,61.6,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,61.6,61.59,
Escherichia coli,imipenem,2017,4699,5773,81.4,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,81.4,81.4,
Escherichia coli,imipenem,2017,4699,5773,81.4,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,81.4,81.4,
Escherichia coli,imipenem,2017,4699,5773,81.4,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,81.4,81.4,
Escherichia coli,imipenem,2018,6453,8874,72.7,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,72.7,72.72,
Escherichia coli,imipenem,2018,6453,8874,72.7,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,72.7,72.72,
Escherichia coli,imipenem,2018,6453,8874,72.7,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,72.7,72.72,
Escherichia coli,imipenem,2019,6497,10254,63.4,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,63.4,63.36,
Escherichia coli,imipenem,2019,6497,10254,63.4,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,63.4,63.36,
Escherichia coli,imipenem,2019,6497,10254,63.4,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,63.4,63.36,
Escherichia coli,imipenem,2020,5176,7191,72.0,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,72.0,71.98,
Escherichia coli,imipenem,2020,5176,7191,72.0,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,72.0,71.98,
Escherichia coli,imipenem,2020,5176,7191,72.0,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,72.0,71.98,
Escherichia coli,imipenem,2021,7903,12338,64.1,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,64.1,64.05,
Escherichia coli,imipenem,2021,7903,12338,64.1,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,64.1,64.05,
Escherichia coli,imipenem,2021,7903,12338,64.1,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,64.1,64.05,
Escherichia coli,imipenem,2022,9211,13921,66.1,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,66.1,66.17,
Escherichia coli,imipenem,2022,9211,13921,66.1,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,66.1,66.17,
Escherichia coli,imipenem,2022,9211,13921,66.1,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,66.1,66.17,
Escherichia coli,imipenem,2023,4686,7472,62.7,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,62.7,62.71,
Escherichia coli,imipenem,2023,4686,7472,62.7,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,62.7,62.71,
Escherichia coli,imipenem,2024,6715,11662,57.6,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,57.6,57.58,
Escherichia coli,levofloxacin,2017,140,889,15.7,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,15.7,15.75,
Escherichia coli,levofloxacin,2017,140,889,15.7,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,15.7,15.75,
Escherichia coli,levofloxacin,2017,140,889,15.7,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,15.7,15.75,
Escherichia coli,levofloxacin,2018,600,3493,17.2,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,17.2,17.18,
Escherichia coli,levofloxacin,2018,600,3493,17.2,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,17.2,17.18,
Escherichia coli,levofloxacin,2018,600,3493,17.2,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,17.2,17.18,
Escherichia coli,levofloxacin,2019,1145,6050,18.9,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,18.9,18.93,
Escherichia coli,levofloxacin,2019,1145,6050,18.9,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,18.9,18.93,
Escherichia coli,levofloxacin,2019,1145,6050,18.9,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,18.9,18.93,
Escherichia coli,levofloxacin,2020,717,3762,19.1,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,19.1,19.06,
Escherichia coli,levofloxacin,2020,717,3762,19.1,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,19.1,19.06,
Escherichia coli,levofloxacin,2020,717,3762,19.1,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,19.1,19.06,
Escherichia coli,levofloxacin,2021,866,5143,16.8,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,16.8,16.84,
Escherichia coli,levofloxacin,2021,866,5143,16.8,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,16.8,16.84,
Escherichia coli,levofloxacin,2021,866,5143,16.8,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,16.8,16.84,
Escherichia coli,levofloxacin,2022,969,6199,15.6,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,15.6,15.63,
Escherichia coli,levofloxacin,2022,969,6199,15.6,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,15.6,15.63,
Escherichia coli,levofloxacin,2022,969,6199,15.6,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,15.6,15.63,
Escherichia coli,levofloxacin,2023,567,3500,16.2,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,16.2,16.2,
Escherichia coli,levofloxacin,2023,567,3500,16.2,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,16.2,16.2,
Escherichia coli,levofloxacin,2024,676,4269,15.8,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,15.8,15.84,
Escherichia coli,meropenem,2017,4158,5678,73.2,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,73.2,73.23,
Escherichia coli,meropenem,2017,4158,5678,73.2,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,73.2,73.23,
Escherichia coli,meropenem,2017,4158,5678,73.2,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,73.2,73.23,
Escherichia coli,meropenem,2018,5873,8404,69.9,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,69.9,69.88,
Escherichia coli,meropenem,2018,5873,8404,69.9,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,69.9,69.88,
Escherichia coli,meropenem,2018,5873,8404,69.9,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,69.9,69.88,
Escherichia coli,meropenem,2019,9110,12167,74.9,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,74.9,74.87,
Escherichia coli,meropenem,2019,9110,12167,74.9,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,74.9,74.87,
Escherichia coli,meropenem,2019,9110,12167,74.9,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,74.9,74.87,
Escherichia coli,meropenem,2020,5683,7499,75.8,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,75.8,75.78,
Escherichia coli,meropenem,2020,5683,7499,75.8,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,75.8,75.78,
Escherichia coli,meropenem,2020,5683,7499,75.8,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,75.8,75.78,
Escherichia coli,meropenem,2021,8872,12774,69.5,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,69.5,69.45,
Escherichia coli,meropenem,2021,8872,12774,69.5,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,69.5,69.45,
Escherichia coli,meropenem,2021,8872,12774,69.5,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,69.5,69.45,
Escherichia coli,meropenem,2022,9980,14304,69.7,2022,Table 3.6,https://www.icmr.gov.in/icmrobject/custom_data/pdf/resource-guidelines/AMRSN_Annual_Report_2022.pdf,2026-08-26,69.7,69.77,
Escherichia coli,meropenem,2022,9980,14304,69.7,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,69.7,69.77,
Escherichia coli,meropenem,2022,9980,14304,69.7,2024,Table 2.6,https://www.icmr.gov.in/icmrobject/uploads/Report/1763981012_icmramrsnannualreport2024.pdf,2026-08-26,69.7,69.77,
Escherichia coli,meropenem,2023,5006,7582,66.0,2023,Table 3.6,https://www.icmr.gov.in/icmrobject/uploads/Documents/1725536060_annual_report_2023.pdf,2026-08-26,66.0,66.02,
